,0,1,2,3,4,5,6
0,Number of holding reporting selected livestock species 2008,,,,,,
1,,,,,,,
2, Upazila,Cow & buffalo - Holding number,Cow & buffalo - Number of animal,Goat - Holding number,Goat - Number of goat,Sheep - Holding number,Sheep - Number of sheep
3,Dhaka Metropolitan,17789,56903,8607,30031,514,2081
4,Dhamrai,34870,79755,9964,25738,2559,6948
5,Dohar,7409,18059,3102,6255,170,604
6,Keraniganj,9723,24619,5804,14270,386,1566
7,Nawabganj,13598,39170,3865,9637,850,2822
8,Savar,16839,41613,7085,21768,657,2411
9,Total,100228,260119,38427,107699,5136,16432
