,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila, Household,Population (000) - Male,Population (000) - Female,Population (000) - Total,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Araihazar,77462,188,188,377,100,4.83,2080
4,Bandar,73173,158,154,313,103,4.26,5751
5,Narayanganj Sadar,313312,691,633,1324,109,4.20,13183
6,Rupganj,122140,280,255,535,109,4.36,3031
7,Sonargaon,89565,204,196,400,104,4.43,2332
8,Total,675652,1521,1427,2948,107,4.34,5266
