,0,1,2,3,4
0,Number of warehouse and their storage capacity 2011,,,,
1,,,,,
2,(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton),(Capacity in metric ton)
3,Upazila,Food godown,Food godown,Other godown,Other godown
4,Upazila,Number,Capacity,Number,Capacity
5,Belkuchi,3,1500,0,0
6,Chauhali,1,500,0,0
7,Kamarkhanda,3,1500,0,0
8,Kazipur,4,20000,0,0
9,Royganj,1,3250,0,0
10,Shahjadpur,9,10500,0,0
11,Sirajganj Sadar,12,6000,0,0
12,Tarash,3,3250,0,0
13,Ullahpara,9,6000,0,0
14,Total,45,52500,0,0
