,0,1,2,3,4,5,6
0,Area and production of rice crops 2010-11,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,"
Upazila",Aus,Aus,Aman,Aman,Boro,Boro
3,"
Upazila",Area,Production,Area,Production,Area,Production
4,Dhaka Metropolitan,0,0,287,309,2687,4371
5,Dhamrai,994,585,28719,18167,41718,70234
6,Dohar,114,28,1218,3970,12257,18978
7,Keraniganj,57,42,4720,1746,10460,17225
8,Nawabganj,217,123,5456,1982,27291,56208
9,Savar,173,156,4730,4134,27702,51218
10,Total,1555,934,45130,30308,122115,218234
