,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,"
Upazila","
Filling station",Fire brigade station,Police station/ camp,"Union land
(tohsil) office",Sub- registry office,"BOP (BGB
camp)","
ISP
provider","
Cyber cafe"
2,Dhaka Metropolitan,120,16,60,24,4,1,0,478
3,Dhamrai,8,1,2,6,1,0,0,0
4,Dohar,1,0,2,2,1,0,0,0
5,Keraniganj,6,1,4,3,2,0,0,35
6,Nawabganj,1,0,1,5,1,0,0,2
7,Savar,31,2,6,5,2,0,1,16
8,Total,167,20,75,45,11,1,1,531
