,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Brinjal,Brinjal,Lady’s finger,Lady’s finger,Arum,Arum
3,Upazila,Area,Production,Area,Production,Area,Production
4,Belkuchi,344,330,141,127,76,84
5,Chauhali,134,204,38,43,0,0
6,Kamarkhanda,195,585,94,97,130,325
7,Kazipur,6670,7020,74,750,99,100
8,Royganj,375,3796,13,63,98,992
9,Shahjadpur,184,884,73,113,5,25
10,Sirajganj Sadar,980,10640,124,500,50,500
11,Tarash,111,302,51,74,22,148
12,Ullahpara,321,674,58,139,16,16
13,Total,9314,24435,666,1906,496,2190
