,0,1,2,3,4,5,6,7,8
0,Number of ebtedayee madrasah 2011,,,,,,,,
1,Upazila,Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,Upazila,Number of madrasah,Male,Female,Total,Male,Female,Total,Students per teacher
3,Belkuchi,4,14,4,18,410,445,855,47
4,Chauhali,46,59,0,59,520,370,890,15
5,Kamarkhanda,3,7,5,12,207,201,408,34
6,Kazipur,15,45,22,67,1700,600,2300,34
7,Royganj,45,154,22,176,3797,3342,7139,41
8,Shahjadpur,32,128,0,128,3418,2983,6401,50
9,Sirajganj Sadar,40,463,56,519,10032,6550,16582,31
10,Tarash,7,24,4,28,350,410,760,27
11,Ullahpara,13,52,0,52,285,362,647,12
12,Total,205,946,113,1059,20719,15263,35982,34
