,0,1,2,3,4,5,6,7,8
0,Progress of rural electrification 2011,,,,,,,,
1,Feni,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of electrified -  Village,Number of electrified - Residential holding,Number of electrified - Large scale industry,Number of electrified - Small scale Industry,Number of electrified - Deep tube- well,Number of electrified - Power pump,Number of electrified - Commercial holding,Number of electrified -  Others
4,Chhagalnaiya,63,23927,0,226,0,71,2351,0
5,Daganbhuiyan,126,32801,1,439,15,49,3741,724
6,Feni Sadar,131,39698,1,595,13,337,4204,0
7,Fulgazi,81,14782,0,234,5,503,2047,4
8,Parshuram,88,11148,0,235,2,234,1648,3
9,Sonagazi,86,17232,0,231,2,50,2486,0
10,Total,575,139588,2,1960,37,1244,16477,731
