,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,Khagrachori,,,,,,,
2,,,,,,,,
3,Thana/Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Trained midwives,Family planning personnel,Sanitary personnel
4,Dighinala,35367,11,0,1420,120,29,30
5,Khagrachori,32857,32,0,474,28,0,511
6,Laxshmichhari,4031,0,0,497,0,0,0
7,Mahalchhari,15500,13,6,550,16,28,0
8,Manikchhari,15369,40,0,30,70,9,25
9,Matiranga,38906,15,0,2250,250,40,0
10,Panchhari,32421,12,0,1501,95,27,0
11,Ramgarh,20530,12,0,35,42,32,13
12,Dist. Total,194981,135,6,6757,621,165,579
