,0,1,2,3,4,5
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,,
1,Upazila,Cinema hall,Registered club,Library,Orphanage,Auditorium
2,Basail,0,108,1,4,1
3,Bhuapur,1,154,2,3,1
4,Delduar,2,150,0,3,1
5,Dhanbari,2,48,0,3,1
6,Ghatail,5,182,0,15,1
7,Gopalpur,2,69,8,6,1
8,Kalihati,4,124,0,7,1
9,Madhupur,3,47,0,11,1
10,Mirzapur,1,321,2,8,1
11,Nagarpur,3,134,0,8,1
12,Sakhipur,3,108,0,4,1
13,Tangail Sadar,3,643,2,7,2
14,Total,29,2088,15,79,13
