,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of krishi and co-operative bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Krishi Bank - Number of branch,Krishi Bank - Account - S.D,Krishi Bank - Account - C.D,Krishi Bank - Account - F.D,Krishi Bank - Account - S.T.D,Co-operative Bank - Number of branch,Co-operative Bank - Account - S.D,Co-operative Bank - Account - C.D,Co-operative Bank - Account - F.D,Co-operative Bank - Account - S.T.D
3,Badarganj,4,3990,502,56,7,0,0,0,0,0
4,Gangachara,2,6938,98,58,5,0,0,0,0,0
5,Kaunia,1,0,0,29,9,0,0,0,0,0
6,Mithapukur,8,34036,1042,348,47,0,0,0,0,0
7,Pirgachha,2,7070,194,80,6,0,0,0,0,0
8,Pirganj,4,0,331,129,11,0,0,0,0,0
9,Rangpur sadar,3,11658,427,84,41,0,0,0,0,0
10,Taraganj,3,6130,91,79,8,0,0,0,0,0
11,Total,27,69822,2685,863,134,0,0,0,0,0
