,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry by type 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango - Area,Mango - Production,Litchi - Area,Litchi - Production,Blackberry - Area,Blackberry - Production
3,Badarganj,26,1151,19,153,14,14
4,Gangachara,331,212,64,88,29,29
5,Kaunia,42,7036,8,45,4,18
6,Mithapukur,1418,2553,128,230,267,481
7,Pirgachha,250,1053,20,143,110,115
8,Pirganj,1031,5155,23,42,442,11
9,Rangpur sadar,72,1070,22,357,6,97
10,Taraganj,55,924,3,9,20,65
11,Total,3225,19154,287,1067,892,830
