,0,1,2,3,4,5,6,7,8
0,"Number of school & college (operating jointly), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  institute,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of  institute,Male,Female,Total,Male,Female,Total,Students per teacher
4,Barlekha,1,14,2,16,670,576,1246,78
5,Juri,0,0,0,0,0,0,0,0
6,Kamalganj,34,192,37,228,6890,8684,15574,68
7,Kulaura,4,72,14,86,1155,1825,2980,35
8,Moulvibazar Sadar,1,17,4,21,537,622,1159,55
9,Rajnagar,0,0,0,0,0,0,0,0
10,Sreemangal,2,30,34,64,995,896,1891,30
11,Total,42,325,91,415,10247,12603,22850,55
