,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads 1-3 head,Number of holding based on cattle heads 4-6 head,Number of holding based on cattle heads 7-9 head,Number of holding based on cattle heads 10-15 head,Number of holding based on cattle heads 15 head & above
3,Harinakunda,17335,32698,19640,2310,1207,397
4,Jhenaidah Sadar,31480,72475,42237,15450,301,282
5,Kaliganj,24567,43504,32561,9729,2001,161
6,Kotchandpur,11313,18510,11785,6830,1550,134
7,Mahespur,40757,50500,30825,11800,305,149
8,Shailkupa,27405,79638,35275,2801,694,63
9,Total,152857,297325,172323,48920,6058,1186
