,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,Tangail,,,,,,
2,,,,,,,
3,Upazila,Hen and cocks Holding reporting,Hen and cocks Total number,Ducks Holding reporting,Ducks Total number,Others Holding reporting,Others Total number
4,Basail,12955,65806,8697,39672,1285,9506
5,Bhuapur,21078,124402,7462,36103,2687,21657
6,Delduar,20788,109295,9380,38746,1590,8500
7,Dhanbari,19418,15414,9992,46412,240,1200
8,Ghatail,56990,392498,25475,125267,3547,21663
9,Gopalpur,35376,205461,16570,74652,2396,15723
10,Kalihati,40222,233857,18958,89044,1790,14037
11,Madhupur,42229,279795,14862,66622,2088,12948
12,Mirzapur,36687,188103,15342,62054,1550,10000
13,Nagarpur,27644,146813,10599,46049,1844,18491
14,Sakhipur,38788,243853,7355,29227,1840,11519
15,Tangail Sadar,36156,185538,11085,48109,2427,24285
16,Total,388331,2190835,155777,701957,23284,169529
