,0,1,2,3,4,5,6,7
0,Land utilization (temporary cropped area) 2008,,,,,,,
1,Tangail,,,,,,,
2,(In acres),,,,,,,
3,Upazila,Current fallow,Temporary cropped area Single,Temporary cropped area Double,Temporary cropped area Triple,Temporary cropped area Net,Temporary cropped area Gross,Productivity of crop 
4,Basail,43,9093,12065,7138,28296,51966,184
5,Bhuapur,1676,5661,11693,10902,28256,53246,188
6,Delduar,64,4075,9592,10868,24535,47362,193
7,Dhanbari,36,3950,18420,3777,26147,52124,199
8,Ghatail,40,27106,33998,8500,69604,125451,180
9,Gopalpur,84,8797,22279,6839,37915,73023,193
10,Kalihati,48,20858,22823,5000,48681,94186,193
11,Madhupur,292,15624,32586,6452,54662,89226,163
12,Mirzapur,50,17635,25700,6261,49596,91116,184
13,Nagarpur,1905,25753,16140,1654,43547,78429,180
14,Sakhipur,120,1001,30245,12557,43803,76759,175
15,Tangail Sadar,45,21042,21352,710,43104,79031,183
16,Total,4403,160595,256893,80658,498146,911919,183
