,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2,Upazila,Primary school Govt.,Primary school Non- govt.,Primary school Total,Number of teacher Govt.,Number of teacher Non- govt.,Number of teacher Total,Number of student Govt.,Number of student Non- govt.,Number of student Total,Students per teacher
3,Akhaura,6,2,8,55,7,62,3304,647,3951,64
4,Ashuganj,0,0,0,0,0,0,0,0,0,0
5,Banchharampur,0,0,0,0,0,0,0,0,0,0
6,Bijoynagar,0,0,0,0,0,0,0,0,0,0
7,Brahmanbaria Sadar,18,2,20,108,8,116,12000,500,12500,108
8,Kasba,7,7,14,60,18,78,3376,1441,4817,62
9,Nabinagar,10,6,16,55,24,79,3109,1357,4466,57
10,Nasirnagar,0,0,0,0,0,0,0,0,0,0
11,Sarail,0,0,0,0,0,0,0,0,0,0
12,Total,41,17,58,278,57,335,21789,3945,25734,77
