,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
2,"
Upazila",Year,Year,Year,Year
3,"
Upazila",2010-11,2010-11,2009-10.,2009-10.
4,"
Upazila",Area,Production,Area,Production
5,Alamdanga,1342,1695,1800,1620
6,Chuadanga Sadar,332,149.4,307,138.15
7,Damurhuda,485,340,15,8
8,Jibonnagar,198,238,114,143
9,Total,2357,2422.4,2236,1909.15
