,0,1,2,3,4,5,6,7
0,Irrigation by means 2010-2011,,,,,,,
1,Shariatpur,,,,,,,
2,(In acre),,,,,,,
3, Upazila,Irrigation management - Power pump,Irrigation management - Tube well,Irrigation management - Doon,Irrigation management - Swing basket,Irrigation management - Canal,Irrigation management - Others, Total
4,Bhedarganj,1789,0,0,0,0,0,7531
5,Damudya,789,0,0,0,0,0,12394
6,Gosairhat,628,0,0,0,0,0,12948
7,Naria,2552,0,0,0,0,0,2313
8,Shariatpur Sadar,2867,7698,0,0,0,0,17584
9,Zanjira,233,0,0,0,0,400,7900
10,Total,8858,7698,0,0,0,400,60670
