,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,"
Upazila",Brinjal,Brinjal,Lady’s finger,Lady’s finger,Arum,Arum
3,"
Upazila",Area,Production,Area,Production,Area,Production
4,Akhaura,100,2000,18,90,4,25
5,Ashuganj,4.7,10,10,21,0,0
6,Banchharampur,111,2057,49,300,0,0
7,Bijoynagar,1931,25664,27,23,64,361
8,Brahmanbaria Sadar,27.8,72,54,46,128,691
9,Kasba,79,138,60,150,20,64
10,Nabinagar,23,44,52,99,0,0
11,Nasirnagar,30,105,0,0,0,0
12,Sarail,107,512,50,89,0,0
13,Total,2413.5,30602,320,818,216,1141
