,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,"
Upazila","
Household",Population (000),Population (000),Population (000),Sex ratio (M/F),Average size of household,Density per sq. km.
2,"
Upazila","
Household",Male,Female,Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Akhaura,27831,70,75,145,93,5.21,1481
4,Ashuganj,33552,88,92,180,96,5.37,2673
5,Banchharampur,59699,139,159,298,87,4.99,1593
6,Bijoynagar,48617,125,132,257,95,5.28,1163
7,Brahmanbaria Sadar,95802,258,263,522,98,5.40,1420
8,Kasba,60919,152,167,319,91,5.23,1293
9,Nabinagar,94871,230,263,493,87,5.19,1409
10,Nasirnagar,59024,151,158,309,95,5.23,1050
11,Sarail,58622,152,163,315,94,5.36,1464
12,Total,538937,1367,1474,2840,93,5.25,1510
