,0,1,2,3,4,5,6
0,Area and production of potato by type 2009-10,,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Potato - Area,Potato - Production,Sweet potato - Area,Sweet potato - Production,Total potato - Area,Total potato - Production
3,Bhurungamari,552,4713,45,405,597,5118
4,Char Rajibpur,205,1473,540,2640,750,4113
5,Chilmari,308,1060,170,1190,478,2250
6,Kurigram Sadar,950,1845,74,775,1024,2620
7,Nageshwari,1063,5581,44,220,1107,5801
8,Phulbari,950,6630,15,100,965,6730
9,Rajarhat,4214,17856,28,86,4242,17942
10,Raumari,111,888,56,67,167,955
11,Ulipur,1710,12860,164,541,1874,13401
12,Total,10063,52906,1136,6024,11204,58930
