,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango - Area,Mango - Production,Litchi - Area,Litchi - Production,Blackberry - Area,Blackberry - Production
3,Bhurungamari,236,10642,10,26,13,2500
4,Char Rajibpur,12,20,3.7,3.5,1.2,1
5,Chilmari,1047,205,187,34,170,26
6,Kurigram Sadar,44,3,6,2,4,2
7,Nageshwari,18475,731,1115,78,4370,45
8,Phulbari,42,410,1.5,22,37,30
9,Rajarhat,12,14,4,4,0,0
10,Raumari,40,239,0.56,1.79,12,78
11,Ulipur,425,1073,30,9440,30,296
12,Total,20333,13337,1357,9611,4637,2978
