,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,Jhenaidah,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of Government primary school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Harinakunda,51,114,180,294,5680,5861,11541,39
5,Jhenaidah Sadar,96,147,307,554,13551,14003,27554,50
6,Kaliganj,66,160,234,394,8452,7914,16366,42
7,Kotchandpur,36,91,133,224,4892,4512,9404,42
8,Mahespur,66,189,103,292,9378,9526,18904,65
9,Shailkupa,92,179,310,489,13335,12380,25715,53
10,Total,407,880,1267,2247,55288,54196,109484,49
