,0,1,2,3,4,5
0,Sanction post of Government employee by category 2011,,,,,
1,Naogaon,,,,,
2,,,,,,
3,Upazila,Class-I,Class-II,Class-III,Class-IV,Number of employee
4,Atrai,25,19,633,121,798
5,Badalgachhi,43,19,653,123,838
6,Dhamoirhat,45,43,662,116,866
7,Manda,60,23,944,152,1179
8,Mahadebpur,75,27,400,126,628
9,Naogaon sadar,97,86,835,377,1395
10,Niamatpur,40,47,680,135,902
11,Patnitala,86,8,696,131,921
12,Porsha,38,41,358,134,571
13,Raninagar,40,18,603,119,780
14,Sapahar,50,38,209,147,444
15,Total,599,369,6673,1681,9322
