,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
3,Bholahat,1,5115,350,73,28,0,0,0,0,0
4,Chapai Nawabganj Sadar,2,21862,2202,324,20,1,5576,621,122,29
5,Gomastapur,2,5866,0,145,46,2,7730,759,59,26
6,Nachole,1,4205,375,79,23,2,15625,745,80,24
7,Shibganj,2,12988,5706,50,50,4,23529,1405,261,42
8,Total,8,50036,9231,671,167,9,52460,3530,522,121
