,0,1,2,3,4,5,6
0,"Area and production of lentil (masur), mug and maize crops 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Lentil (Masur),Lentil (Masur),Mug,Mug,Maize,Maize
3, Upazila,Area,Production,Area,Production,Area,Production
4,Bauphal,301,50,1748,129,94,143
5,Dashmina,95,29,17000,3430,25,50
6,Dumki,25,7,72,17,0,0
7,Galachipa,175,49,19500,7980,112,72
8,Kalapara,26,5,1395,252,87,157
9,Mirzaganj,23,6,149,21,9,15
10,Patuakhali Sadar,668,100,8010,1250,0,0
11,Total,1313,245,47874,13078,327,437
