,0,1,2,3,4,5,6,7,8
0,"Number of private (non-registered) primary school (class I-V), teacher and student 2011",,,,,,,,
1,Jessore,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of Non-govt. primary school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Abhaynagar,2,4,4,8,218,224,442,55
5,Bagherpara,2,2,6,8,365,280,645,81
6,Chaugachha,2,4,4,8,140,160,300,38
7,Jessore Sadar,10,31,48,79,1022,1068,2090,26
8,Jhikargachha,1,2,2,4,60,50,110,28
9,Keshabpur,4,10,6,16,157,163,320,20
10,Manirampur,4,9,7,16,503,493,996,62
11,Sharsha,8,12,20,32,1242,1256,2498,78
12,Total,33,74,97,171,3707,3694,7401,43
