,0,1,2,3,4,5,6
0,Number of holding reporting cattle head 2008,,,,,,
1,,,,,,,
2, Upazila, Total holding,Number of holding based on cattle heads - 1-3 head,Number of holding based on cattle heads - 4-6 head,Number of holding based on cattle heads - 7-9 head,Number of holding based on cattle heads - 10-15 head,Number of holding based on cattle heads - 15 head & above
3,Abhaynagar,25021,16505,8397,102,17,0
4,Bagherpara,28699,16205,8446,4048,0,0
5,Chaugachha,31032,19292,8532,3208,0,0
6,Jessore Sadar,49163,30636,13026,4254,1232,15
7,Jhikargachha,36663,12467,10998,6599,4766,1833
8,Keshabpur,34181,24952,8545,659,25,0
9,Manirampur,55533,38723,10530,6261,19,0
10,Sharsha,35027,18727,11297,4833,170,0
11,Total,295319,177507,79771,29964,6229,1848
