,0,1,2,3,4
0,Cotton and sericulture cultivation for the year 2010-11,,,,
1,(Area in acre  production in metric ton),,,,
2,Upazila,All Cotton - Area,All Cotton - Production,Sericulture - Area,Sericulture - Production
3,Austagram,0,0,0,0
4,Bajitpur,0,0,0,0
5,Bhairab,0,0,0,0
6,Hossainpur,0,0,0,0
7,Itna,0,0,0,0
8,Karimganj,15,9,0,0
9,Katiadi,21,400,0,0
10,Kishoreganj Sadar,3.5,34.89,0,0
11,Kuliar-char,0,0,0,0
12,Mithamain,0,0,0,0
13,Nikli,0,0,0,0
14,Pakundia,0,12,0,0
15,Tarail,0,0,0,0
16,Total,39.5,455.89,0,0
