,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,(Population in thousands),,,,,,,
2, Upazila, Household,Population(000) - Male,Population(000) - Female,Population(000) - Both Sex,Sex ratio (M / F),Average size of households,Density Per sq. Km.
3,Austagram,31129,75265,77258,152523,97,4.89,429
4,Bajitpur,53345,121854,126874,248730,96,4.67,1284
5,Bhairab,58940,146929,151390,298309,97,5.01,2141
6,Hossainpur,41376,90229,93655,183084,96,4.44,1516
7,Itna,34637,83790,80337,164127,104,4.78,408
8,Karimganj,62774,141731,146376,287807,97,4.58,1435
9,Katiadi,69801,151017,163512,314529,92,4.5,1435
10,Kishoreganj Sadar,89863,205075,209113,414208,98,4.54,2138
11,Kuliar-char,39166,87955,94281,182236,93,4.62,1752
12,Mithamain,23850,61831,60195,122026,103,5.12,547
13,Nikli,30450,66997,66732,133729,100,4.38,624
14,Pakundia,57399,120548,129512,250060,93,4.34,1385
15,Tarail,34592,79199,80540,159739,98,4.62,1129
16,Total,627322,1432242,1479665,2911107,97,4.62,1083
