,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of madrasah,Male,Female,Total,Male,Female,Total,Students per teacher
4,Chhagalnaiya,8,139,0,139,1568,262,1830,13
5,Daganbhuiyan,15,92,0,92,2650,370,3020,32
6,Feni Sadar,19,171,0,171,4615,213,4828,28
7,Fulgazi,8,54,7,61,650,73,723,12
8,Parshuram,5,51,0,51,570,865,835,16
9,Sonagazi,6,66,0,66,1607,293,1900,28
10,Total,61,573,7,580,11660,2076,13136,23
