,0,1,2,3,4,5,6,7,8
0,"Number of school  college (operating jointly), teacher and student 2011",,,,,,,,
1,Netrokona,,,,,,,,
2,,,,,,,,,
3,Upazila,Number of  institute,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
4,Atpara,0,0,0,0,0,0,0,0
5,Barhatta,0,0,0,0,0,0,0,0
6,Durgapur,0,0,0,0,0,0,0,0
7,Kalmakanda,0,0,0,0,0,0,0,0
8,Kendua,1,14,5,19,53,85,138,7
9,Khaliajuri,0,0,0,0,0,0,0,0
10,Madan,0,0,0,0,0,0,0,0
11,Mohanganj,0,0,0,0,0,0,0,0
12,Netrokona Sadar,0,0,0,0,0,0,0,0
13,Purbadhala,0,0,0,0,0,0,0,0
14,Total,1,14,5,19,53,85,138,7
