,0,1,2,3,4,5,6
0,Population by religion 2011,,,,,,
1,Upazila,Muslim,Hindu,Buddhist,Christian,Others,Total
2,Abhaynagar,211646,49082,5,270,1431,262434
3,Bagherpara,181319,35321,0,25,232,216897
4,Chaugachha,213963,17332,0,26,49,231370
5,Jessore Sadar,674059,66490,94,1958,297,742898
6,Jhikargachha,281762,14408,0,2649,89,298908
7,Keshabpur,207901,44903,0,227,260,253291
8,Manirampur,342997,74205,2,128,89,417421
9,Sharsha,332515,8443,11,273,86,341328
10,Total,2446162,310184,112,5556,2533,2764547
