,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
2,"
Upazila",Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
3,"
Upazila",Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
4,Abhaynagar,1,6504,106,92,2,0,0,0,0,0
5,Bagherpara,1,5610,13,51,4,0,0,0,0,0
6,Chaugachha,4,2505,203,134,10,0,0,0,0,0
7,Jessore Sadar,2,7755,200,223,11,1,153,332,163,0
8,Jhikargachha,3,18953,247,132,51,0,0,0,0,0
9,Keshabpur,2,12215,115,99,0,0,0,0,0,0
10,Manirampur,5,17970,418,267,14,0,0,0,0,0
11,Sharsha,2,0,0,89,11,0,0,0,0,0
12,Total,20,71512,1302,1087,103,1,153,332,163,0
