,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,Comilla,,,,
2,,,,,
3,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
4,Adarsha Sadar,17,289,91221,5863
5,Barura,9,100,175093,1642
6,Brahmanpara,4,37,17010,2044
7,Burichang,14,112,9307,416
8,Chandina,5,45,46507,4015
9,Chauddagram,12,118,30141,2297
10,Comilla Sadar Dakshin,14,133,8445,3292
11,Daudkandi,8,92,48857,2822
12,Debidwar,4,38,28596,1140
13,Homna,6,62,40741,2191
14,Laksam,5,54,40825,1554
15,Monoharganj,4,29,34671,723
16,Meghna,1,11,4335,396
17,Muradnagar,11,71,56933,3183
18,Nangalkot,7,45,36508,2217
19,Titas,2,17,22441,555
20,Total,123,1253,691631,34350
