,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,,,,,,
2,  Upazila, Name of land/river/sea port, Name of Important or historical/tourist place/object,Name of important /famous crop or food production, Customer care service provider’s name of cell phone operator,Distance between district head quarter & upazila by road (km)
3,Barlekha,-,Madab kunda,Satkara,Grameen phone,70
4,Juri,-,SraNirmata mazar,Tea,Grameen phone,55
5,Kamalganj,-,Hamidur Rahman Sirity,Paddy,Grameen phone,26
6,Kulaura,-,Nabab Bari,Tea,Grameen phone,64
7,Moulvibazar Sadar,-,Monu barage,Tea,Grameen phone,1
8,Rajnagar,-,-,Tea,Grameen phone,12
9,Sreemangal,-,Lawachhara,Tea,Grameen phone,20
