,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Wheat,Wheat,Jute,Jute,Sugarcane,Sugarcane
3,Upazila,Area,Production,Area,Production,Area,Production
4,Alfadanga,2522,1884,13233,11245,152,1626
5,Bhanga,10637,12109,23894,22384,201,3015
6,Boalmari,9670,10056,30485,23747,2225,54500
7,Charbhadrashon,3015,1471,2200,1794,1417,21000
8,Faridpur Sadar,12225,13116,25032,22028,1712,31135
9,Madhukhali,7210,6150,12750,14650,4200,62000
10,Nagarkanda,6276,5962,25786,16760,79,948
11,Sadarpur,5495,5275,13402,10715,2965,12965
12,Saltha,5751,5463,22474,16608,66,792
13,Total,62801,61486,169256,139931,13017,187981
