,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3,Upazila,Number of college,Male,Female,Total,Male,Female,Total,Students per teacher
4,Amtali,0,0,0,0,0,0,0,0
5,Bamna,0,0,0,0,0,0,0,0
6,Barguna Sadar,2,47,7,54,2196,912,3108,57
7,Betagi,0,0,0,0,0,0,0,0
8,Patharghata,0,0,0,0,0,0,0,0
9,Total,2,47,7,54,2196,912,3108,57
