,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton),(Area in acre and production in metric ton)
2,Upazila,2010-11,2010-11,2009-10,2009-10
3,Upazila,Area,Production,Area,Production
4,Amtali,124,331,310,855
5,Bamna,21,36,21,36
6,Barguna Sadar,90,14,110,15
7,Betagi,50,102,48,96
8,Patharghata,6,5,5,4
9,Total,291,488,494,1006
