,0,1,2,3,4
0,Broad classification of area 2011,,,,
1,,,,,
2,nan - Upazila/city corporation,nan - Total area,nan - Land area,nan - Reserve forest,(In sq. km.) - Riverine area
3,Bagha,185.16,158.68,14.48,12.00
4,Baghmara,366.26,363.26,0,3.00
5,Charghat,164.50,129.02,0,35.48
6,Durgapur,197.89,195.29,0,2.60
7,Godagari,475.26,466.01,0,9.25
8,Mohanpur,162.65,161.15,0,1.50
9,Paba,340.03,308.28,0,31.75
10,Puthia,192.63,191.41,0,1.22
11,Rajshahi city corporation,96.72,96.72,0,0
12,Tanore,295.40,295.4,0,0
13,Total,2425.37,2314.09,14.48,96.80
