,0,1,2,3,4,5,6
0,"Area and production of pepper, onion and garlic 2009-10",,,,,,
1,(Area in acre & production in metric ton),,,,,,
2,"
Upazila/city corporation",Pepper,Pepper,Onion,Onion,Garlic,Garlic
3,"
Upazila/city corporation",Area,Production,Area,Production,Area,Production
4,Agailjhara,15.5,3.793,1.85,4.4,10.7,9.106
5,Babuganj,251,43.87,64,108.17,24,19.18
6,Bakerganj,364,140,36,15,31,11
7,Banaripara,61,20.5,2.95,2.07,1.85,1
8,Barisal city corporation,15,5,4,6,5,2
9,Barisal sadar,211,63,62,82,66,19
10,Gaurnadi,146,238,11,13,4.9,4.4
11,Hizla,182,54,38,38,38,23
12,Mehendiganj,390,97,64,22.4,57,21.66
13,Muladi,800,192,58,273,46,6.058
14,Wazirpur,650,164,3,3.6,2,1.3
15,Total,3085.5,1021.163,344.8,567.64,286.45,117.704
