,0,1,2,3,4,5,6
0,"Number of religious institution by upazila, city corporation 2011",,,,,,
1,Upazila/city corporation,Mosque,Eid-gah,Temple (mandir),Church (girza),Pagoda,Others
2,Agailjhara,163,26,59,14,0,11
3,Babuganj,488,86,69,2,0,0
4,Bakerganj,898,31,129,1,0,0
5,Banaripara,469,59,23,1,0,0
6,Barisal city corporation,351,12,28,4,0,0
7,Barisal sadar,539,44,22,0,0,0
8,Gaurnadi,457,62,120,7,0,6
9,Hizla,362,40,15,0,0,0
10,Mehendiganj,330,56,28,0,0,0
11,Muladi,550,42,15,0,0,0
12,Wazirpur,583,9,90,19,0,0
13,Total,5190,467,598,48,0,17
