,0,1,2,3,4
0,Distribution of high breed paddy seeds under government,,,,
1,Upazila/city corporation,Crop seeds,2008-09,2009-10,2010-11
2,Agailjhara,Hybreed Peddy seeds,0,0,0
3,Babuganj,0,0,0,0
4,Bakerganj,0,0,0,0
5,Banaripara,Hybreed,0.75,1,1.5
6,Barisal city corporation,Peddy seeds,0.181,0.272,1.272
7,Barisal sadar,Peddy seeds,1.819,2.728,12.728
8,Gaurnadi,Peddy seeds,10,11,15
9,Hizla,Hybreed,0,0,0
10,Mehendiganj,Hybreed Peddy seeds,210,540,120
11,Muladi,0,160,172,1
12,Wazirpur,Boro,51.75,58,72.5
13,Total,,432.681,782.272,211.272
