,0,1,2,3,4
0,Area and production of turmeric and ginger 2010-11,,,,
1,(Area in acre & production in metric ton),,,,
2,"
Upazila/city corporation",Turmeric,Turmeric,Ginger,Ginger
3,"
Upazila/city corporation",Area,Production,Area,Production
4,Agailjhara,18.6,18.191,0,0
5,Babuganj,52,147.8,0,0
6,Bakerganj,22,13,47,0
7,Banaripara,18,22.33,0,0
8,Barisal city corporation,2,3,0,0
9,Barisal sadar,26,41,0,0
10,Gaurnadi,45,209,145,0
11,Hizla,29,13,0,0
12,Mehendiganj,10,8,0,0
13,Muladi,9,56,0,0
14,Wazirpur,24,22.2,0,0
15,Total,255.6,553.521,192,0
