,0,1,2,3,4,5,6,7,8
0,"Number of Government primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of Government primary school,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Adamdighi,67,135,247,382,7023,6954,13977,36
4,Bogra sadar,100,155,542,697,13017,12507,25524,37
5,Dhunat,96,223,265,488,6983,7511,14494,29
6,Gabtali,93,189,308,497,10647,10100,20747,41
7,Dhupchanchia,64,139,193,332,7720,7425,15145,45
8,Kahaloo,73,163,234,397,6986,8538,15524,39
9,Nandigram,61,174,170,344,6520,6538,13058,38
10,Sariakandi,83,130,245,375,10619,6320,16939,45
11,Sherpur,79,120,267,387,8785,8847,17632,46
12,Shibganj,101,236,335,571,16000,14500,30500,53
13,Sonatola,61,159,152,311,6990,7411,14401,46
14,Shajahanpur,84,158,316,474,6784,7193,13977,29
15,Total,962,1981,3274,5255,108074,103844,211918,40
