,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,"
Upazila",Hen and cock,Hen and cock,Duck,Duck,Others,Others
2,"
Upazila","Holding
reporting","Total
number","Holding
reporting","Total
number","Holding
reporting","Total
number"
3,Bhandaria,21041,265020,12589,102263,1097,10620
4,Kawkhali,8440,82604,5758,42708,543,5986
5,Mathbaria,37666,390169,27434,209624,3186,27075
6,Nazirpur,25000,218748,16438,118580,2239,17401
7,Nesarabad,19915,145093,12369,70827,1282,9297
8,Pirojpur Sadar,18606,139926,12025,7443,1786,15979
9,Zianagar,7810,70090,4919,32322,799,6405
10,Total,138478,1311650,91532,650767,10932,92763
