,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,"
Upazila",Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
2,"
Upazila",Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
3,"
Upazila",Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
4,Bhandaria,1,19918,91,899,29,0,0,0,0,0
5,Kawkhali,1,9778,230,473,19,0,0,0,0,0
6,Mathbaria,2,16272,570,161,42,0,0,0,0,0
7,Nazirpur,2,17555,518,399,31,0,0,0,0,0
8,Nesarabad,1,11421,145,408,14,1,2511,132,261,5
9,Pirojpur Sadar,1,14281,235,221,56,1,8525,582,76,25
10,Zianagar,2,17851,215,312,17,0,0,0,0,0
11,Total,10,107076,2004,2873,208,2,11036,714,337,30
