,0,1,2,3,4,5,6,7,8
0,"Number of madrasah, teacher and student under the madrasah education board 2011",,,,,,,,
1,"
Upazila",Number of madrasah,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
2,"
Upazila",Number of madrasah,Male,Female,Total,Male,Female,Total,Students per teacher
3,Bhandaria,38,477,45,522,4800,5225,10025,19
4,Kawkhali,12,135,4,139,922,970,1892,14
5,Mathbaria,48,670,52,722,3953,4592,3545,5
6,Nazirpur,12,138,20,158,386,1284,1970,12
7,Nesarabad,26,373,39,412,2915,1916,4831,12
8,Pirojpur Sadar,23,283,44,327,3321,3728,7049,22
9,Zianagar,18,237,31,268,2451,3590,6041,23
10,Total,177,2313,235,2548,18748,21305,35353,14
