,0,1,2,3,4,5,6,7,8,9
0,Number of small scale and cottage industry 2011,,,,,,,,,
1,"
Upazila",Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry,Small scale and cottage industry
2,"
Upazila","Weaving/
handloom",Handy,"Husking
crafts mill","Goor
processing","Biri
factory","Salt
processing","Dry fish
processing",Pottery,Others
3,Bhandaria,0,16,58,0,0,0,0,0,3
4,Kawkhali,0,134,36,0,0,0,0,35,21
5,Mathbaria,0,322,110,0,0,0,0,0,0
6,Nazirpur,0,607,298,32,0,0,0,0,0
7,Nesarabad,2,293,50,0,0,7,0,0,91
8,PirojpurSadar,4,0,72,0,1,0,0,844,0
9,Zianagar,0,0,26,0,0,0,0,0,0
10,Total,6,1372,650,32,1,7,0,879,115
