,0,1,2,3,4,5
0,Use of chemical fertilizer 2010-11,,,,,
1,,,,,,
2,Upazila,UREA,TSP,MP,DAP,Others
3,Bhaluka,7250,1220,1550,820,350
4,Dhobaura,4337,834,2434,593,1493
5,Fulbaria,1500,4700,6690,2964,5230
6,Gaffargaon,10500,2500,3500,3200,1500
7,Gauripur,6176,437,460,915,87
8,Haluaghat,8950,1960,1380,2500,780
9,Ishwargonj,7382,622,857,0,307
10,Muktagacha,9850,1191,1281,804,700
11,Mymensingh Sadar,9777,1937,935,1050,638
12,Nandail,8600,937,10430,663,2700
13,Phulpur,13622,2898,1432,4500,3700
14,Trishal,33000,22000,14000,12000,20000
15,Total,120944,41236,44949,30009,37485
