,0,1,2,3,4,5,6,7
0,Progress of rural electrification 2011,,,,,,,
1,Jamalpur,,,,,,,
2,,,,,,,,
3, Upazila,Number of electrified -  Village,Number of electrified - Residential holding,Number of electrified - Large scale industry,Number of electrified - Small scale Industry,Number of electrified - Deep tube- well,Number of electrified - Power pump,Number of electrified - Commercial holding
4,Bakshiganj,92,6235,0,135,0,509,1014
5,Dewanganj,0,5476,5,188,1,113,736
6,Islampur,72,11679,0,347,10,0,2235
7,Jamalpur Sadar,243,24226,1,698,166,9,2789
8,Madarganj,67,4887,0,102,52,1,750
9,Melandaha,145,8697,0,292,17,1456,6
10,Sarishabari,182,14357,0,247,0,2662,8
11,Total,801,75557,6,2009,246,4750,7538
