,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,Dinajpur,,,,,
2,,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
4,Biral,55,950,50,15,110
5,Birampur,90,180,30,35,40
6,Birganj,52,27,205,0,150
7,Bochaganj,74,2600,29,5,66
8,Chirirbandar,0,1185,65,30,85
9,Dinajpur Sadar,2230,157,7621,0,62
10,Fulbari,0,0,0,0,0
11,Ghoraghat,15,262,22,8,22
12,Hakimpur,112,223,98,37,24
13,Kaharole,27,3910,22,0,410
14,Khansama,0,272,150,25,181
15,Nawabganj,35,545,25,15,55
16,Parbatipur,299,1354,175,54,188
17,Total,2989,11665,8492,224,1393
