,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,,,,,,
2,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
3,Akhaura,2350,500,200,150,0
4,Ashuganj,710,51,31,0,0
5,Banchharampur,1483,168,801,0,196
6,Bijoynagar,1530,165,75,35,125
7,Brahmanbaria Sadar,3000,300,500,400,0
8,Kasba,217,68,285,8,19
9,Nabinagar,336,207,289,59,0
10,Nasirnagar,160,50,10,10,15
11,Sarail,1500,150,100,120,5
12,Total,11286,1659,2291,782,360
