,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2,Upazila,Number of college,Number of teacher Male,Number of teacher Female,Number of teacher Total,Number of student Male,Number of student Female,Number of student Total,Students per teacher
3,Akhaura,1,30,9,39,773,862,1625,42
4,Ashuganj,4,52,25,77,779,732,1511,20
5,Banchharampur,5,169,10,179,1134,1093,2227,12
6,Bijoynagar,1,49,8,57,1610,991,2601,46
7,Brahmanbaria Sadar,4,60,22,82,1030,1442,2472,30
8,Kasba,8,116,57,176,2974,3422,6396,36
9,Nabinagar,5,41,11,52,1228,1264,2492,48
10,Nasirnagar,2,35,15,50,800,1200,2000,40
11,Sarail,2,48,7,55,773,819,1592,29
12,Total,32,600,164,767,11101,11825,22916,30
