,0,1,2,3,4,5,6
0,"Number and area of pond, dighee and other area 2010-2011",,,,,,
1,,,,,,,
2,(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre),(Area in acre)
3, Upazila,Pond,Pond,Dighee,Dighee, Other area, Total area
4, Upazila,Number,Area,Number,Area, Other area, Total area
5,Baliakandi,2282,585,6,29,32,6512
6,Goalanda,2100,560,0,0,18,49
7,Kalukhali,1805,707,6,23,20,730
8,Pangsha,2836,1111,11,37,33,1148
9,Rajbari Sadar,6090,2406,0,0,53,2459
10,Total,15113,5369,23,89,156,10898
