,0,1,2,3,4,5,6
0,Police personnel and criminal offences by municipality 2011,,,,,,
1,Nilphamari,,,,,,
2,,,,,,,
3,Upazila, Police personnel,Criminal offence - Number of offence,Criminal offence - Number of case filled,Traffic accident (Reported) - Number of accident,Traffic accident (Reported) - Person killed,Traffic accident (Reported) - Person injured
4,Dimla,0,0,0,0,0,0
5,Domar,48,219,219,0,2,0
6,Joldhaka,35,133,133,0,1,1
7,Kishorgonj,0,0,0,0,0,0
8,Nilphamary Sadar,314,200,182,0,5,1
9,Sayedpur,201,163,4,420,5,20
10,Total,598,715,538,420,13,22
