,0,1,2,3,4,5,6
0,"Area and production of jackfruit, banana and pineapple 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Jackfruit,Jackfruit,Banana,Banana,Pineapple,Pineapple
3,Upazila,Area,Production,Area,Production,Area,Production
4,Abhaynagar,124,1584,100,735,29,44
5,Bagherpara,80,2234,146,664,69,298
6,Chaugachha,187,281,181,1178,1,2
7,Jhikargachha,60,1990,213,1090,2,4
8,Jessore Sadar,65,1075,659,3460,7,28
9,Keshabpur,88,1015,310,2186,0,0
10,Manirampur,22,303,156,831,52,143
11,Sharsha,216,769,216,1386,0,0
12,Total,842,9251,1981,11530,160,519
