,0,1,2,3,4,5,6,7
0,"Number of pond, dighee, flood camps, shelter, cyclone shelter, stadium,  playground, park,  amusement park 2011",,,,,,,
1,"
Upazila","
Pond","
Dighee",River flow,"Flood camp/
shelter",Cyclone shelter,Stadium/ playground,Park/amusement park
2,Harinakunda,1913,14,2,0,0,93,0
3,Jhenaidah Sadar,9270,12,4,0,0,83,1
4,Kaliganj,5100,5,2,0,0,65,1
5,Kotchandpur,2346,2,2,0,0,32,0
6,Mahespur,3670,15,1,0,0,72,0
7,Shailkupa,5710,6,4,0,0,68,0
8,Total,28009,54,15,0,0,413,2
