,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Municipality,Primary school - Govt,Primary school - Non- govt,Primary school - Total,Number of teacher - Govt,Number of teacher - Non- govt,Number of teacher - Total,Number of student - Govt,Number of student - Non- govt,Number of student - Total,Students per teacher
3,Bhedarganj,3,0,3,23,0,23,989,0,989,43
4,Damudya,8,0,8,37,0,37,1954,0,1954,53
5,Naria,8,3,11,48,12,60,4100,600,4700,78
6,Shariatpur Sadar,12,4,16,59,13,72,6172,690,7132,99
7,Zanjira,5,4,9,30,16,46,2000,682,2682,58
8,Total,36,11,47,197,41,238,15215,1972,17457,73
