,0,1,2,3,4,5,6
0,Number of holding reporting selected livestock species 2008,,,,,,
1,,,,,,,
2, Upazila,Cow & buffalo - Holding number,Cow & buffalo - Number of animal,Goat - Holding number,Goat - Number of goat,Sheep - Holding number,Sheep - Number of sheep
3,Adarsha Sadar,13380,27642,3172,7843,222,619
4,Barura,35707,66723,9691,20664,251,966
5,Brahmanpara,16520,32878,6554,14885,177,731
6,Burichang,20775,39690,5780,12340,185,561
7,Chandina,23172,43199,9989,21177,408,1085
8,Chauddagram,31252,65193,6866,15872,388,1392
9,Comilla Sadar Dakshin,33199,70308,7943,18677,709,2069
10,Daudkandi,15064,31006,10753,23489,341,780
11,Debidwar,3441,58936,15331,32358,587,1496
12,Homna,9935,21162,7517,16025,217,559
13,Laksam,17309,34236,5769,12217,281,947
14,Monoharganj,3866,27684,4769,11075,315,731
15,Meghna,7196,16831,4767,10218,57,210
16,Muradnagar,28311,55352,15310,33149,433,1439
17,Nangalkot,26724,54552,9770,21425,259,1349
18,Titas,8239,17508,7258,17228,128,434
19,Total,247511,662900,120124,262122,4027,12680
