,0,1,2,3,4,5,6
0,Land area under irrigation for selected crops 2008,,,,,,
1,Khagrachori,,,,,,
2,,,,,,,
3,Upazila,All Paddy Total area,All Paddy Irrigated area,Wheat Total area,Wheat Irrigated area,Potato Total area,Potato Irrigated area
4,Dighinala,17936.02,4267,18,18,923,832
5,Khagrachori,16400.29,12770,13,0,256,320
6,Laxshmichhari,2142.34,1650,4,0,194,0
7,Mahalchhari,4160.01,3450,22,0,261,20
8,Manikchhari,9962.46,1910,5,0,230,165
9,Matiranga,16227.66,2992,58,0,527,62
10,Panchhari,9713.09,4250,16,0,250,200
11,Ramgarh,8471.08,2197,6,0,154,0
12,Total,85013,33486,142,18,2795,1599
