,0,1,2,3,4,5,6
0,"Area and production of pepper, onion and garlic 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila/City corporation,Pepper - Area,Pepper - Production,Onion - Area,Onion - Production,Garlic - Area,Garlic - Production
3,Anowara,93,36,9,13,2,2
4,Banshkhali,286,104,9,29,0,0
5,Boalkhali,79,30,3,2,0,0
6,Chandanaish,278,156,38,99,17,29
7,Chittagong City Corp.,26,8,0,0,0,0
8,Fatikchhari,704,327,50,140,20,48
9,Hathazari,457,220,6,12,2,15
10,Lohagara,343,142,15,20,7,7
11,Mirsharai,1089,471,7,14,4,4
12,Patiya,129,39,16,22,5,7
13,Rangunia,684,325,7,16,1,2
14,Raozan,512,202,0,0,0,0
15,Sandwip,1715,386,10,15,4,1
16,Satkania,583,267,0,0,0,0
17,Sitakunda,42,13,1,1,1,0
18,Total,7019,2726,171,383,63,115
