,0,1,2,3,4,5,6,7,8
0,"Number of filling station, fire brigade station, police station, camp, union land (tohsil) office, BOP (BGB camp), cyber cafe 2011",,,,,,,,
1,Moulvibazar,,,,,,,,
2,,,,,,,,,
3, Upazila,Filling station,Fire brigade station,Police station/ camp,Union land (tohsil) office,Sub- registry office,BOP (BGB camp),ISP provider,Cyber cafe
4,Barlekha,3,1,1,5,1,5,0,2
5,Juri,0,0,1,4,0,6,0,0
6,Kamalganj,3,0,2,3,1,4,0,0
7,Kulaura,4,1,2,13,1,4,0,0
8,Moulvibazar Sadar,8,1,2,5,1,0,2,4
9,Rajnagar,2,0,2,4,1,0,0,0
10,Sreemangal,3,1,2,5,1,3,0,0
11,Total,23,4,12,39,6,22,2,6
